group,value
group1,4.275748016570016
group1,4.978408677229435
group1,3.7139706047872316
group1,6.126508258646375
group1,6.975255799768439
group1,6.523762600036202
group1,6.834453839262467
group1,6.401554787147825
group1,5.346017480187571
group1,3.4971821617734995
group1,3.7046906014095287
group1,6.8075154552104795
group1,4.6394029169008295
group1,6.598358591419254
group1,6.898259443176455
group1,5.028860998660344
group1,3.0038073104958847
group1,3.619005135140599
group1,3.2380599790132316
group1,4.981580732497591
group1,3.522370527467024
group1,6.796030878949425
group1,5.604136273270665
group1,5.864356946423733
group1,5.302424979466588
group1,4.782060237621705
group1,5.999545456575002
group1,3.847631878420779
group1,6.558177784695687
group1,4.201927929723982
group1,4.644056475984437
group1,4.2096469105082654
group1,6.422768028689871
group1,5.270566921840839
group1,4.721467305527046
group1,5.28188882791644
group1,4.7607306828271465
group1,3.8874131778830043
group1,5.193743882028804
group1,6.405238434159148
group1,6.894524998791222
group1,3.5245943044655768
group1,5.678518711787323
group1,5.640637618151679
group1,3.97944980435101
group1,4.693935595845279
group1,4.9670732749716
group1,4.237927668904474
group1,6.339147449352253
group1,3.3102389269165866
group1,4.408171794209159
group1,4.990550395531372
group1,3.0873429808626085
group1,3.7091584395400132
group1,4.441191759357238
group1,4.128601131430256
group1,6.100462050806751
group1,6.964897612611653
group1,6.330293820460493
group1,3.305772315294122
group1,3.191812373277561
group1,6.4445757162880355
group1,5.683604543757598
group1,6.75374707260533
group1,4.18915897259599
group1,4.447826815541736
group1,6.659019980309534
group1,5.049248861619901
group1,4.253344595911583
group1,3.0283612425097752
group1,3.179891330880066
group1,4.244117592366076
group1,6.605071877762888
group1,3.4404219347901748
group1,6.15984019710105
group1,3.8135990979329852
group1,4.135479822592547
group1,5.697894965570059
group1,4.501997445319129
group1,5.67729555798492
group1,4.486679285861636
group1,4.187174081866759
group1,4.5757680197480575
group1,4.606062074744705
group1,6.362949160140037
group1,5.694574686615438
group1,4.627136901027395
group1,6.332523503382218
group1,3.9275224178600068
group1,3.298112744257925
group1,4.8078456997456005
group1,4.876711276997174
group1,4.516241073064723
group1,6.955864713305383
group1,4.936151083646189
group1,3.4654306253504576
group1,6.363853464731413
group1,6.735091723276502
group1,4.641976615203038
group1,4.2449432695
group2,3.9851383936912583
group2,6.5559066263337415
group2,6.818838290966252
group2,4.702460509478043
group2,4.855852115959724
group2,3.862241650769469
group2,4.875876731774783
group2,5.193244761642592
group2,6.969936116254662
group2,5.648991185645619
group2,3.582446923839229
group2,3.4883406149573695
group2,4.564977008704908
group2,3.357255141684326
group2,4.902165459318367
group2,5.893661711083546
group2,3.7367173039380837
group2,6.595933372791137
group2,5.414553915911291
group2,6.1813484716386515
group2,3.767421379788082
group2,5.408034628764062
group2,4.7749181241234
group2,5.5987616890255545
group2,5.992140324854695
group2,5.943068187597973
group2,4.33035936866016
group2,6.840280157249602
group2,4.8001014480243
group2,3.1652985725469196
group2,4.5794484517111265
group2,6.767373566448336
group2,5.475426249624752
group2,3.9908803437541844
group2,4.113544502494136
group2,5.291406156988934
group2,6.6755137388411825
group2,6.936994895704907
group2,6.329062786936454
group2,4.213251672107065
group2,3.8068459145310967
group2,4.508086255890374
group2,4.394918907197069
group2,3.7217512184914607
group2,5.581315068242677
group2,6.893486126835808
group2,6.714711133154273
group2,6.502413856875274
group2,3.4125484082073423
group2,4.084420874314019
group2,6.077011390568789
group2,4.25087978106958
group2,6.725644672915232
group2,4.679720574862306
group2,5.283036985018647
group2,5.035687878751451
group2,4.729003754657613
group2,3.6089434819605613
group2,3.2794884289406974
group2,3.513597529244123
group2,3.469372431881982
group2,4.758432564801071
group2,3.117818744212978
group2,5.522835379394179
group2,3.7313831858209157
group2,6.586351724959831
group2,3.8893312568755753
group2,5.8652500195427475
group2,6.304378182794686
group2,3.906649555170872
group2,3.1539006559742546
group2,5.839374431091923
group2,4.0704267138811865
group2,3.6773608470175456
group2,4.982768890637676
group2,6.537434932504458
group2,3.308083205274023
group2,3.0022546568365596
group2,5.977816120441444
group2,3.6656281866063254
group2,6.11125525566238
group2,4.448995051122514
group2,5.591780049902129
group2,6.8739168170831615
group2,5.26157630423438
group2,3.8781813971344103
group2,6.059030608412941
group2,6.759024360055847
group2,4.72951627581493
group2,3.4241044171357924
group2,6.487874556321136
group2,5.000781726700106
group2,4.405606283047073
group2,5.680682811580045
group2,5.108969619767632
group2,5.630150151251378
group2,5.336920693133969
group2,4.450539618618565
group2,6.839111787310638
group2,3.57244573663
