id,value
group1,162.10711237459745
group1,159.97314552574656
group1,164.47921470464078
group1,155.54285037557003
group1,161.22819017336735
group1,158.87329114110784
group1,161.31293722371714
group1,158.64728229716854
group1,155.71721629058732
group1,157.8278898420791
group1,164.38208156239403
group1,162.56796426488546
group1,158.7851539895741
group1,160.19002578681892
group1,155.43582463654943
group1,163.87449845250532
group1,164.37207387177628
group1,156.51638011935822
group1,158.83685122325085
group1,161.04487467210052
group1,157.08100766141396
group1,159.54197403358717
group1,163.49351615389287
group1,162.33741299225048
group1,159.79874656765466
group1,157.30861050169548
group1,162.82722067381795
group1,162.291977965135
group1,159.30625528379704
group1,158.39754526265497
group1,158.010517398915
group1,156.5468528928846
group1,156.8204397637752
group1,158.02557632712887
group1,161.57774605051063
group1,157.095010568109
group1,161.44381719271485
group1,162.82497936101137
group1,162.28294144184235
group1,159.25066869157828
group1,156.2592970523464
group1,163.45001701534127
group1,157.8306854678274
group1,158.7455319866709
group1,162.39970937411508
group1,161.03520077176952
group1,163.97725914852901
group1,163.61211447896767
group1,161.87365960102684
group1,155.4229265992255
group1,161.58744123272595
group1,164.45406562989913
group1,163.58857446347417
group1,160.00253819729542
group1,161.58577630442636
group1,157.155684964181
group1,155.28589296342574
group1,160.1545128593128
group1,160.91920304461118
group1,164.24572838088326
group1,155.6487841041503
group1,161.9547884652771
group1,157.05262022656504
group1,157.09566021915245
group1,162.41501793425059
group1,157.60007152273448
group1,162.92502360778587
group1,161.68510474339666
group1,164.33471563248887
group1,162.8256372505784
group1,160.99163296570433
group1,161.67299791233705
group1,159.07233366278604
group1,162.26645003105486
group1,159.55275882505302
group1,155.2459674173742
group1,157.15038731080202
group1,155.73219303220108
group1,164.3893400428458
group1,157.68645410257633
group1,158.39335011191872
group1,156.4180401454042
group1,158.1993738676158
group1,158.27978989764557
group1,163.94349432619387
group1,157.33747829502767
group1,162.49282812025174
group1,155.43474558470027
group1,163.85970762231509
group1,161.7837087862519
group1,163.49037360594042
group1,156.61609710358377
group1,160.55348175346538
group1,159.8671513319664
group1,157.18086146102132
group1,159.15344652476233
group1,161.85722212302844
group1,158.90112726714955
group1,157.92649873591787
group1,159.449789479
group2,155.14156662671024
group2,157.0386402534731
group2,160.07427082498825
group2,163.89855500716183
group2,159.23828295470292
group2,159.1960181734211
group2,163.32480873009257
group2,161.1203503588397
group2,163.77461153813886
group2,164.7077104399704
group2,161.10102849933384
group2,156.14990634560044
group2,159.3288796669381
group2,156.66304806837877
group2,160.07077047011808
group2,156.72154168979196
group2,156.64933840564441
group2,158.9991196750534
group2,155.8817546048915
group2,163.99600623873562
group2,159.16337234759047
group2,155.92164156667764
group2,155.07815336488258
group2,156.14748795040333
group2,163.1351286040413
group2,157.3900525946917
group2,156.80049762093782
group2,160.2727582939226
group2,162.08626412955834
group2,156.6788271104937
group2,159.43496955693718
group2,157.46447807192052
group2,161.94608086959738
group2,158.6283562213435
group2,158.08041934248905
group2,159.92393547381454
group2,158.54855984071511
group2,158.16173641260815
group2,160.74378401877266
group2,160.76017052722455
group2,158.105799403148
group2,161.4914084417221
group2,162.90078558951475
group2,162.7390189300345
group2,158.791689255791
group2,163.1275719734141
group2,159.06959373916501
group2,158.028165303452
group2,157.17388231916325
group2,161.7412573552779
group2,159.32407472814367
group2,155.81377266594424
group2,158.24828935247967
group2,157.71340287009028
group2,158.9763719750937
group2,164.72743566288975
group2,161.49065106154669
group2,164.38973805987507
group2,162.1493965634116
group2,161.39666240052327
group2,156.1445123925106
group2,163.40209726279429
group2,159.06745067712637
group2,160.43068467037196
group2,156.20648971319093
group2,161.12078301016524
group2,161.6954630521078
group2,162.6746705579776
group2,157.70602973100355
group2,158.42823468762685
group2,158.89623154987984
group2,160.56124790556422
group2,156.79825853244643
group2,158.67231788069248
group2,163.33048061551008
group2,164.94163325809959
group2,156.76481185289538
group2,155.68163435916892
group2,159.99391021488103
group2,164.60397129627387
group2,162.353984155474
group2,157.53737228625758
group2,163.1245793135588
group2,159.80969147093492
group2,162.6536990489308
group2,157.04943596031086
group2,162.04310592266214
group2,162.40394157699504
group2,163.25605498645567
group2,159.55389034427182
group2,155.12871009607338
group2,162.61090794148606
group2,163.88965524430182
group2,164.89947742996353
group2,157.92733959940327
group2,163.08481368084344
group2,161.11769061611932
group2,160.71152350476996
group2,161.90442691770693
group2,164.976936542
