group,value
group1,2.1579314473783575
group1,2.13832919718449
group1,2.3776273868220303
group1,2.271522815774103
group1,2.215978265216716
group1,2.005601047629233
group1,2.1718372517837268
group1,2.6079836382169796
group1,2.506342472088092
group1,2.8153478177865265
group1,2.2461393410390396
group1,2.02964857746452
group1,2.506555118322011
group1,2.4285704978219957
group1,2.419217637206435
group1,2.3624583437196462
group1,2.998841219525787
group1,2.431831311279176
group1,2.4516055305458155
group1,2.493561646513567
group1,2.840030943632968
group1,2.3865481936246726
group1,2.56908270073548
group1,2.8288021499458322
group1,2.880914446000713
group1,2.3386749148745687
group1,2.5732971140934398
group1,2.8082851623115577
group1,2.0896691115739334
group1,2.998400456656827
group1,2.861705659191355
group1,2.627089327644962
group1,2.9913333332922125
group1,2.5760583097063634
group1,2.669218660785469
group1,2.117757605784944
group1,2.0089380617130064
group1,2.534091262342398
group1,2.8226883019192646
group1,2.2128846254506933
group1,2.30332164488944
group1,2.6922507330789482
group1,2.0039494032400684
group1,2.187378099251366
group1,2.024254149483955
group1,2.258210332947442
group1,2.5860644628688947
group1,2.473644892927248
group1,2.4657344335062037
group1,2.8491398452184664
group1,2.7608647793307037
group1,2.2357857083597183
group1,2.24271160323732
group1,2.8791489331358306
group1,2.8991822464152652
group1,2.9769857398611608
group1,2.712826072157
group1,2.8379196111609435
group1,2.1335248362896726
group1,2.134499058304155
group1,2.6521313782190052
group1,2.0903470907434274
group1,2.5921435381716647
group1,2.7599755660879555
group1,2.7418772280677075
group1,2.7103259699105497
group1,2.8776624785927747
group1,2.374068743846473
group1,2.9079728232272783
group1,2.598458184284705
group1,2.561222227483433
group1,2.761392935807798
group1,2.3740290171069565
group1,2.4396724464308432
group1,2.851849527706351
group1,2.93139087262529
group1,2.5055198731831654
group1,2.9109761760885933
group1,2.481281029654793
group1,2.92429643147341
group1,2.460237508715334
group1,2.5871696397361257
group1,2.0833259127387986
group1,2.5391273170242687
group1,2.57189080082412
group1,2.9394684747136948
group1,2.1933847725753197
group1,2.063737921259885
group1,2.0150452706921946
group1,2.1568495121041815
group1,2.9637624465554424
group1,2.1535375181636955
group1,2.0692584510160597
group1,2.3027921997835934
group1,2.0990926516641952
group1,2.2045493981346835
group1,2.701053174939287
group1,2.641681635879338
group1,2.6942349063222846
group1,2.48340945818
group2,7.222933989591678
group2,7.073170126428026
group2,7.2561137673761325
group2,7.622341398682524
group2,7.5754632630878165
group2,7.075310900454897
group2,7.465344469232637
group2,7.524316874960437
group2,7.684014000367903
group2,7.542511801377308
group2,7.228162858783071
group2,7.971055497293858
group2,7.965633149032422
group2,7.333956863307192
group2,7.64286760669642
group2,7.7616252098793375
group2,7.601190267933552
group2,7.668957438686083
group2,7.424276074084642
group2,7.7193593361076855
group2,7.350923362431336
group2,7.890216021445888
group2,7.546627235804835
group2,7.712737613978428
group2,7.127277133925347
group2,7.136655222882226
group2,7.9383620188036526
group2,7.451452973331109
group2,7.73232063450336
group2,7.2311491980387
group2,7.737749451062804
group2,7.16484626397742
group2,7.372811708055659
group2,7.672571218796955
group2,7.144192535070257
group2,7.448226937260194
group2,7.667160734318081
group2,7.0497292975136086
group2,7.201212731628457
group2,7.405137709251285
group2,7.7656604135452
group2,7.987143040883465
group2,7.171367714978295
group2,7.189973725503926
group2,7.014040411334775
group2,7.495557497100107
group2,7.878594160875708
group2,7.774522816901891
group2,7.63283419840021
group2,7.588494642952926
group2,7.949868197630123
group2,7.192192294186282
group2,7.161809148275731
group2,7.421832795102518
group2,7.5781600248671825
group2,7.2212703856315335
group2,7.488426359956561
group2,7.589935194915979
group2,7.559451320793227
group2,7.255756554218467
group2,7.55166057126809
group2,7.597221885247341
group2,7.647778493359389
group2,7.195847114745017
group2,7.009757362678753
group2,7.830458173696607
group2,7.961299830996169
group2,7.577124790260295
group2,7.551208934892136
group2,7.071996885053641
group2,7.397539967117645
group2,7.856425413502014
group2,7.202091838400885
group2,7.105396981542241
group2,7.810266990668911
group2,7.731343784457174
group2,7.951978671511303
group2,7.688604769368904
group2,7.1368874417362
group2,7.799929784551038
group2,7.2359212939884605
group2,7.0951348150727
group2,7.9389002197111775
group2,7.130563332202904
group2,7.090011881791045
group2,7.758622620740558
group2,7.872143284069795
group2,7.131600698686153
group2,7.9385709555305874
group2,7.165010532041366
group2,7.759403737808568
group2,7.693180100844057
group2,7.651889111348449
group2,7.31187595704988
group2,7.832459360604508
group2,7.640903131390628
group2,7.250788371569574
group2,7.687309299616401
group2,7.208381922317137
group2,7.67565389507
