group,value
group1,4.7160386877599505
group1,4.683561825353139
group1,5.051602628918686
group1,4.598716791596284
group1,5.449678152751307
group1,5.220769209515091
group1,4.8056864849991
group1,4.59363602082891
group1,4.710944528100216
group1,5.093561483849357
group1,4.603890869924992
group1,4.7218838619725565
group1,4.633759098063883
group1,4.787676936472945
group1,5.3090709227270665
group1,4.6280184887482525
group1,5.118461411270576
group1,4.63908465614923
group1,5.452773083731287
group1,5.320799238304298
group1,4.701232969245724
group1,4.8818108146105645
group1,4.985802533033441
group1,5.287875880266017
group1,4.781814775104363
group1,4.981260236216754
group1,5.295292205805826
group1,4.736194046135682
group1,4.993638073037099
group1,4.958797610815811
group1,5.463599118865065
group1,5.130433017002216
group1,5.198681674066024
group1,4.643789678268032
group1,5.226828456877561
group1,4.8726685944786245
group1,5.084472146610491
group1,5.119833440437462
group1,5.410035494059344
group1,5.34063726323361
group1,4.968037981774639
group1,5.167483126592787
group1,5.4878780991290075
group1,5.467089169227043
group1,5.196821555712441
group1,5.25135100891308
group1,5.0790599767280495
group1,5.139657059347847
group1,4.766395230661983
group1,5.01788683060045
group1,5.27245717206875
group1,5.302477925571983
group1,4.851939290897328
group1,5.41202123041911
group1,4.873972915013486
group1,5.095426348402574
group1,5.326274719581928
group1,4.76922314561558
group1,4.678784072329443
group1,5.410284781613927
group1,4.731725420321535
group1,4.965601492460766
group1,5.006303143855062
group1,5.081154184634648
group1,4.818497594324831
group1,5.019159392633209
group1,5.222422528677973
group1,5.223437804292463
group1,4.81202840372164
group1,4.829905128712808
group1,5.049885363278943
group1,4.6651635890979435
group1,5.035830054645134
group1,4.94337233734937
group1,4.860300886274758
group1,5.1234044702242825
group1,4.8684681794266425
group1,5.392268489696441
group1,4.822300121000399
group1,4.897508532922245
group1,5.042042139572723
group1,4.549945432067804
group1,4.90424506625778
group1,4.784680206921875
group1,5.0802472974888415
group1,4.568334296060659
group1,5.28176938887741
group1,5.46864035054752
group1,5.110706538205591
group1,5.185318898621851
group1,4.853514783430822
group1,4.625166423598552
group1,4.747310330916111
group1,4.8157857841972085
group1,4.522537962431101
group1,5.02966489147353
group1,5.2694630676477425
group1,5.347181180509104
group1,4.994722514830696
group1,4.68115227938
group2,5.446507116928775
group2,4.897527931876479
group2,5.3696822376931275
group2,5.304155717778615
group2,5.1140048774263756
group2,4.585819515309351
group2,4.903325040782245
group2,4.952474357784514
group2,5.435613261578556
group2,5.037005128763596
group2,4.578849730051343
group2,5.438417975974495
group2,5.3630867625565575
group2,5.154995973525101
group2,5.148549162414456
group2,4.780288176165406
group2,5.100400991561553
group2,5.223646762686074
group2,5.338475639528024
group2,4.812644579892137
group2,5.331924879277564
group2,4.83762908301062
group2,4.974628447624113
group2,5.270588144407218
group2,4.794727167638826
group2,4.930059131833367
group2,4.757119184315231
group2,4.689388381175704
group2,5.105083732945493
group2,5.2565612255820025
group2,5.0268743918906935
group2,5.2112226839130065
group2,4.923453123872145
group2,5.454069314935311
group2,4.908603995526991
group2,4.757615759473614
group2,5.300721522224294
group2,4.634903874450556
group2,4.590515701543677
group2,4.5859024449075285
group2,4.534004086895674
group2,5.308866558310744
group2,4.939044994863945
group2,5.117476036699113
group2,4.665361717658223
group2,5.110322032168346
group2,5.273807501792005
group2,4.853041820239237
group2,4.930474380788252
group2,5.1746226345106106
group2,4.824252766725003
group2,4.827619984910027
group2,5.359845026309831
group2,4.748798001689232
group2,5.41234553020815
group2,5.027416613505734
group2,5.133946622380853
group2,4.504119942313062
group2,4.554033746483903
group2,5.412617713308255
group2,5.048858474989195
group2,5.44734136981739
group2,4.501142293871918
group2,4.895893145912076
group2,4.763446301184763
group2,4.545772774742976
group2,5.03140413928716
group2,5.22206478753898
group2,4.636624021343912
group2,4.627872103505262
group2,5.055143295614767
group2,5.00605130839389
group2,4.997046761998977
group2,5.104069028994158
group2,5.378646978035548
group2,5.443582131616693
group2,5.493526307291916
group2,4.512063131548997
group2,4.593183105797738
group2,4.921430129586405
group2,5.25815664828019
group2,4.83295724156305
group2,4.543977119074278
group2,5.248866729589454
group2,5.100148863380129
group2,4.824407596836828
group2,4.778416658182249
group2,5.005027352425209
group2,5.118637914743221
group2,4.794722855537891
group2,4.851720304458338
group2,5.232884789975066
group2,4.758606814222982
group2,5.360943929235683
group2,4.777105099919559
group2,5.146909613282981
group2,5.05364840757226
group2,4.980583659307595
group2,5.2557007691189845
group2,4.81233519964
