group,value
group1,4.412490045591603
group1,3.1375599511718395
group1,4.365433014334132
group1,0.5999400667272745
group1,2.7570140089182718
group1,1.7422103226004415
group1,3.77905757813634
group1,1.1253255539726656
group1,2.488427097806434
group1,3.147924573555844
group1,1.4118574183937942
group1,2.6989185629521257
group1,4.019085248600652
group1,2.3089973672249697
group1,4.432389781827988
group1,3.7339278551776176
group1,2.1337445788571765
group1,2.6137420339849378
group1,3.721296962306084
group1,2.0547252656139285
group1,1.9548226657620256
group1,2.314499552694982
group1,0.5037098657707877
group1,3.3545115659392426
group1,2.890973787539179
group1,0.7692576509347933
group1,1.8522603122875068
group1,2.9608432203689876
group1,4.453726748181066
group1,4.067051696832244
group1,2.4705753347919823
group1,4.455623096162501
group1,2.776114807009404
group1,1.4977321407252857
group1,2.989778401561199
group1,4.240491528859563
group1,2.4512644304020257
group1,1.3269060333386133
group1,1.8342422700804848
group1,3.5432528489799546
group1,2.3746397806844195
group1,1.8864813874448494
group1,1.1482224379117865
group1,2.7286303780490617
group1,3.981193913354513
group1,2.045996811529007
group1,2.633568160043441
group1,1.2767710489316335
group1,1.7819361248590853
group1,0.7006931983516096
group1,2.249683428303986
group1,2.3723629292692006
group1,1.0850797107356964
group1,4.299849894094806
group1,1.3720280493097095
group1,2.6756667558880904
group1,2.041259482705312
group1,1.659481538314453
group1,2.713111379578647
group1,3.373834898587674
group1,4.392607274954437
group1,2.4938827125715983
group1,0.7014582360607746
group1,1.6705806962549965
group1,2.6313511713535056
group1,0.8198820481951783
group1,0.5840691177518398
group1,2.139120758179161
group1,2.4035208898475013
group1,3.016254964189123
group1,3.2525824283403333
group1,2.1660337309377016
group1,4.06438809185261
group1,4.4322974526332075
group1,3.1420328370588706
group1,3.962014122823874
group1,4.3919193317309215
group1,1.3844474122828134
group1,1.8239560331205742
group1,0.7648380098267928
group1,2.437679199150776
group1,3.2204890264714914
group1,0.8269251844174232
group1,1.9400120479863188
group1,0.66251759528437
group1,2.8062702590162356
group1,0.8626394284959766
group1,1.7065944495725618
group1,4.276919588606249
group1,2.6673541779174386
group1,3.0614010433959677
group1,1.4865126017862154
group1,2.0724742197782047
group1,3.7609809165093413
group1,2.0829808524010334
group1,3.1659057629809255
group1,2.967966892264948
group1,2.863256500333501
group1,1.6363487137037445
group1,1.46533766604
group2,9.015745771998365
group2,7.07368934488662
group2,6.221878078360318
group2,7.339730892665031
group2,8.826831131996732
group2,8.419251209182738
group2,5.82701998801474
group2,6.078162553372536
group2,6.870602354203896
group2,7.9150704638733425
group2,7.626858724121208
group2,8.860836972057497
group2,9.074515197575442
group2,6.994460528333679
group2,6.647761046239155
group2,9.383380439050779
group2,8.493561784715805
group2,9.411381719398653
group2,9.417659948375773
group2,6.294924895408019
group2,8.656288956699312
group2,8.984992166697193
group2,6.638154555767782
group2,6.635190284023154
group2,7.308009085223305
group2,8.39548891355134
group2,5.698998629526056
group2,7.220948427701828
group2,5.796331339951255
group2,9.460795436636142
group2,6.007790261429127
group2,7.360130484750448
group2,6.841201571217283
group2,8.77870568672699
group2,5.810168834099724
group2,5.951041812270329
group2,7.038228954859653
group2,6.275466911969765
group2,5.599578349143506
group2,8.280828201748566
group2,6.428802791146468
group2,6.8287174104870125
group2,8.39807903595267
group2,8.19956587296959
group2,5.64596736915594
group2,6.027447561236963
group2,6.981665117194611
group2,6.45173192993186
group2,8.521606190222865
group2,6.365895418523166
group2,6.935873085552749
group2,7.030042264957819
group2,9.109977311862536
group2,7.089010025171447
group2,5.817795685734062
group2,5.64927008463616
group2,6.913898219356771
group2,7.410655266811677
group2,8.340085988608852
group2,9.05901922535607
group2,8.363930788004101
group2,6.349778477863007
group2,9.272288326624764
group2,5.739451569587624
group2,7.215829290775243
group2,8.389646992404204
group2,8.303792416052548
group2,8.57925811520848
group2,6.864233362859021
group2,5.8687753730534
group2,6.177380389010439
group2,7.6074506433404405
group2,8.617767646131025
group2,6.315490407928297
group2,6.619399187101003
group2,6.958978581346396
group2,7.831677615158593
group2,8.389083282498703
group2,6.551206349287227
group2,8.54464823732481
group2,7.68039988106168
group2,8.674022431938287
group2,8.757980364221952
group2,7.069221479957029
group2,7.2306816263886375
group2,7.276316193943659
group2,7.503039196435651
group2,8.27333816366909
group2,8.864293583368715
group2,9.266485586542744
group2,8.707814182196103
group2,5.805059394613961
group2,6.75020993354872
group2,8.66844100667355
group2,8.132174140427106
group2,7.489067368608023
group2,8.951867284422617
group2,7.866046834262875
group2,8.558835173546694
group2,8.17787135992
