group,value
group1,5.928708287828041
group1,4.563619582336813
group1,5.616824543992841
group1,5.8987642671211455
group1,4.465535694616064
group1,3.4031350333549466
group1,3.1965869162830756
group1,5.008091518710264
group1,5.284482754345323
group1,6.197807217244462
group1,4.727631515847987
group1,4.959231089458859
group1,6.742151592498304
group1,4.523086615284008
group1,3.7274854850918366
group1,6.639809195193448
group1,5.736735609237828
group1,4.26236909755181
group1,4.744901358586345
group1,5.675628984004599
group1,3.3865347856125183
group1,3.463370892490619
group1,6.8245626861801565
group1,3.2853512096400443
group1,5.777211151920747
group1,4.408953975910663
group1,3.977602559917234
group1,5.335400307066421
group1,4.522570355711224
group1,6.261806462627933
group1,6.422928865608287
group1,6.264219407904639
group1,6.200851713116978
group1,4.643581599058727
group1,3.866455044634533
group1,4.019336188510312
group1,6.658387123016643
group1,6.342392234065034
group1,3.4168264460149897
group1,3.771447461067472
group1,3.1145861174056932
group1,4.034874526285802
group1,5.356890393840933
group1,3.5302781838754265
group1,6.960768665554625
group1,4.0349532987315495
group1,5.6689704702634
group1,5.360046678071588
group1,5.866787055394649
group1,3.6699853904393205
group1,6.359451825208627
group1,6.425113296842049
group1,5.032440790018792
group1,4.769680159499819
group1,3.611717232343168
group1,5.787403232691046
group1,3.495977625517912
group1,4.962286304831753
group1,5.606427742041133
group1,3.3410642103537413
group1,6.00073406819115
group1,5.6748076082427925
group1,6.65946233158758
group1,4.406452098537633
group1,3.484889868119312
group1,3.228935297569402
group1,4.927379857150294
group1,6.704925636652807
group1,5.708998126005463
group1,3.204138645848303
group1,6.1026508288261425
group1,3.699161604878013
group1,6.718076709046783
group1,4.0782705891545055
group1,5.298952504329806
group1,6.5183053209406125
group1,4.0601918934102255
group1,4.8819163893771185
group1,6.384326281724638
group1,3.5726860340724462
group1,4.898051974389084
group1,3.2002672997716113
group1,4.178217408416195
group1,6.5571784606604115
group1,5.306854684892427
group1,3.0960202911718353
group1,5.011665744332371
group1,3.9494574076852733
group1,5.666961991984786
group1,5.893763713334955
group1,4.865221470312221
group1,6.065880965220607
group1,6.2338077991816565
group1,5.69838730615456
group1,4.209646061723714
group1,5.432911003061895
group1,5.640719872428765
group1,3.4426836661772238
group1,6.895190361113476
group1,5.29977079645
group2,4.509190990205228
group2,5.06932407620257
group2,4.7880813899686006
group2,5.3000108644625
group2,4.831319516929293
group2,4.504005641274979
group2,4.736282081046385
group2,5.150343583980337
group2,4.797391102919029
group2,5.370235355386594
group2,5.0063237128987375
group2,5.359566924209438
group2,5.099233000465769
group2,5.419538948988366
group2,5.0941664255546035
group2,5.1464440043221344
group2,4.62197443217453
group2,4.535329493497335
group2,4.873947589215179
group2,5.2868753613401545
group2,5.170682141835921
group2,5.137431320012008
group2,5.261997672362041
group2,5.019813110026626
group2,5.486612664365014
group2,4.811968882504887
group2,5.2960744226349945
group2,5.496463104767213
group2,4.54541819320179
group2,4.923528654571257
group2,5.250761983462322
group2,4.517277506201265
group2,4.8086728902595395
group2,5.359526277139692
group2,4.7283094376090355
group2,4.690680927894923
group2,4.942873247389305
group2,4.787879517361524
group2,4.616442093928144
group2,5.0263776494143695
group2,4.517890958385564
group2,4.537385173613365
group2,4.875493296405332
group2,5.449800543214575
group2,4.534444026531056
group2,5.219247399271678
group2,4.563219439626443
group2,4.809452843786368
group2,4.520697172105879
group2,5.003117565459575
group2,5.304139332033712
group2,5.254876069214431
group2,4.868419317826677
group2,4.707265725427845
group2,5.3905811716986465
group2,5.1500678538695155
group2,5.49221012788409
group2,5.161206973037337
group2,5.242103380449388
group2,5.1972514070645115
group2,5.248161944235121
group2,5.349392816724898
group2,4.679259591961185
group2,5.475424606714566
group2,5.351962197916365
group2,4.700513672430655
group2,5.47773807271487
group2,4.57369951141662
group2,4.554002498546989
group2,4.70359562166526
group2,5.073518288075416
group2,5.3108748395821905
group2,5.110313929986939
group2,4.755764028044432
group2,4.7643596737995715
group2,4.714544741445694
group2,4.639628505151298
group2,5.048260837648631
group2,5.097287859500336
group2,5.016625599700814
group2,4.626315070025353
group2,5.079425910337519
group2,5.317381507474205
group2,4.781127149126944
group2,5.218247000536964
group2,4.512478255331361
group2,5.248944636469308
group2,4.873551855980526
group2,5.265410121265527
group2,5.031898568070817
group2,4.735395144170939
group2,5.227349420019548
group2,5.321075677699729
group2,4.705834259617225
group2,4.753972925822094
group2,5.260815156479868
group2,5.252966495905923
group2,5.412339161824092
group2,5.419417271191519
group2,5.1338796065
