group,value
group1,3
group1,6
group1,6
group1,4
group1,4
group1,5
group1,4
group1,3
group1,4
group1,3
group1,6
group1,4
group1,3
group1,3
group1,6
group1,5
group1,6
group1,6
group1,3
group1,4
group1,3
group1,4
group1,4
group1,3
group1,3
group1,3
group1,4
group1,3
group1,3
group1,3
group1,5
group1,3
group1,5
group1,3
group1,4
group1,4
group1,3
group1,6
group1,4
group1,6
group1,3
group1,3
group1,6
group1,4
group1,5
group1,5
group1,5
group1,5
group1,3
group1,4
group1,5
group1,6
group1,4
group1,3
group1,5
group1,5
group1,4
group1,4
group1,6
group1,3
group1,4
group1,4
group1,4
group1,3
group1,5
group1,3
group1,4
group1,6
group1,6
group1,3
group1,6
group1,6
group1,5
group1,6
group1,3
group1,3
group1,5
group1,3
group1,5
group1,6
group1,5
group1,5
group1,5
group1,6
group1,5
group1,5
group1,6
group1,6
group1,4
group1,5
group1,5
group1,3
group1,3
group1,4
group1,3
group1,3
group1,6
group1,6
group1,6
group1,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
group2,4
