group,value
group1,1
group1,0
group1,1
group1,1
group1,0
group1,1
group1,2
group1,2
group1,3
group1,3
group1,2
group1,1
group1,3
group1,3
group1,0
group1,2
group1,2
group1,1
group1,0
group1,3
group1,0
group1,0
group1,0
group1,1
group1,0
group1,0
group1,3
group1,3
group1,3
group1,0
group1,0
group1,0
group1,3
group1,3
group1,1
group1,2
group1,3
group1,2
group1,1
group1,1
group1,3
group1,0
group1,2
group1,0
group1,2
group1,1
group1,0
group1,2
group1,1
group1,2
group1,1
group1,1
group1,2
group1,2
group1,2
group1,3
group1,3
group1,2
group1,1
group1,0
group1,2
group1,3
group1,0
group1,1
group1,2
group1,1
group1,2
group1,1
group1,2
group1,1
group1,1
group1,2
group1,2
group1,2
group1,3
group1,0
group1,1
group1,0
group1,2
group1,3
group1,1
group1,0
group1,0
group1,1
group1,0
group1,1
group1,0
group1,1
group1,1
group1,1
group1,0
group1,0
group1,2
group1,3
group1,2
group1,3
group1,3
group1,3
group1,3
group1,2
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
group2,5
