0.281896,0.438500,0.887900
0.266716,0.417800,0.909300
0.258492,0.410100,0.930800
0.238857,0.384100,0.938600
0.227393,0.404500,0.940500
0.213011,0.375300,0.948200
0.197761,0.361700,0.948600
0.184182,0.356600,0.954600
0.175502,0.355500,0.952700
0.160205,0.358100,0.956400
0.146839,0.354100,0.955100
0.137450,0.347100,0.965900
0.132892,0.353800,0.959900
0.119427,0.344700,0.961700
0.107579,0.330600,0.965200
0.105722,0.349200,0.968800
0.096394,0.335300,0.966200
0.083434,0.340100,0.953800
0.085622,0.343600,0.967500
0.077318,0.329000,0.944200
0.073930,0.337500,0.955100
0.069150,0.327000,0.947400
0.063437,0.328700,0.948700
0.060311,0.325900,0.937300
0.052161,0.316300,0.942100
0.046700,0.319000,0.940700
0.045400,0.343500,0.949700
0.043676,0.316800,0.942200
0.040939,0.318100,0.931000
0.039184,0.318200,0.930300
0.036720,0.326500,0.926200
0.033722,0.303100,0.924400
0.036333,0.313200,0.922600
0.030000,0.314100,0.944700
0.032079,0.312300,0.945300
0.025522,0.316900,0.916200
0.027014,0.320600,0.932500
0.024611,0.312900,0.912500
0.028159,0.312500,0.916600
0.025822,0.306100,0.918000
0.021183,0.304500,0.894600
0.020683,0.305300,0.918300
0.021888,0.321200,0.908900
0.020904,0.310600,0.918700
0.020734,0.305900,0.918700
0.020591,0.302200,0.864900
0.016040,0.308300,0.896800
0.017336,0.301200,0.897500
0.012713,0.300500,0.901400
0.018916,0.301800,0.903200
