0.285455,0.423700,0.891000
0.267500,0.425300,0.904900
0.246146,0.380300,0.935700
0.221567,0.393700,0.936600
0.200239,0.372400,0.954300
0.177785,0.370400,0.954200
0.158213,0.351800,0.963300
0.147340,0.376700,0.954700
0.133058,0.333500,0.960500
0.115592,0.359400,0.970700
0.105113,0.336800,0.961100
0.094128,0.323800,0.962500
0.081389,0.337100,0.960200
0.072928,0.336300,0.948300
0.069729,0.325400,0.950300
0.061893,0.334300,0.947300
0.051968,0.326500,0.927400
0.052104,0.326200,0.942100
0.043030,0.335900,0.936700
0.042241,0.316800,0.923700
0.036358,0.324400,0.913200
0.033271,0.317200,0.932700
0.033579,0.312500,0.916600
0.032774,0.319800,0.915500
0.028701,0.318300,0.934900
0.026375,0.310000,0.892800
0.022303,0.312100,0.929200
0.023454,0.313700,0.916600
0.017197,0.304200,0.900100
0.017724,0.310800,0.886900
0.016980,0.308600,0.891800
0.020897,0.316100,0.913100
0.014746,0.312200,0.896400
0.016128,0.310300,0.882300
0.016856,0.309200,0.892800
0.014186,0.311200,0.887500
0.012876,0.307700,0.861600
0.011498,0.312500,0.893900
0.015584,0.304200,0.888400
0.013288,0.298400,0.869400
0.012336,0.297200,0.877000
0.010227,0.309900,0.900600
0.008259,0.301300,0.869700
0.009116,0.303700,0.880700
0.010418,0.297100,0.863600
0.010000,0.297500,0.878600
0.008788,0.305300,0.881700
0.007835,0.296000,0.862800
0.010294,0.296500,0.869800
0.010432,0.303400,0.914000
