date,name,size,density
2000-12,thomas.martin,0,0.0
2000-08,thomas.martin,1,1.0
2001-09,thomas.martin,0,0.0
2001-07,thomas.martin,0,0.0
2000-11,thomas.martin,2,0.6666666666666666
2001-01,thomas.martin,1,1.0
2001-04,thomas.martin,6,0.6190476190476191
2001-05,thomas.martin,2,1.0
2001-06,thomas.martin,0,0.0
2001-03,thomas.martin,2,2.0
2001-12,thomas.martin,0,0.0
2000-04,thomas.martin,1,1.0
2000-07,thomas.martin,2,1.0
2002-02,thomas.martin,0,0.0
2000-05,thomas.martin,0,0.0
2001-10,thomas.martin,0,0.0
2002-01,thomas.martin,0,0.0
2000-03,thomas.martin,1,1.0
2000-10,thomas.martin,2,1.0
2000-09,thomas.martin,4,0.7
2001-08,thomas.martin,0,0.0
2001-11,thomas.martin,0,0.0
2001-02,thomas.martin,0,0.0
2000-06,thomas.martin,1,1.0
2000-12,kevin.presto,4,0.7
2000-08,kevin.presto,3,0.6666666666666666
2001-09,kevin.presto,0,0.0
2001-07,kevin.presto,4,1.0
2000-11,kevin.presto,3,1.0
2001-01,kevin.presto,6,0.7142857142857143
2001-04,kevin.presto,5,0.6666666666666666
2001-05,kevin.presto,10,0.4909090909090909
2001-06,kevin.presto,1,1.0
2001-03,kevin.presto,3,0.6666666666666666
2001-12,kevin.presto,0,0.0
2000-04,kevin.presto,2,0.6666666666666666
2000-07,kevin.presto,5,0.7333333333333333
2002-02,kevin.presto,0,0.0
2000-05,kevin.presto,3,1.0
2001-10,kevin.presto,0,0.0
2002-01,kevin.presto,0,0.0
2000-03,kevin.presto,0,0.0
2000-10,kevin.presto,3,1.1666666666666667
2000-09,kevin.presto,5,0.4
2001-08,kevin.presto,0,0.0
2001-11,kevin.presto,0,0.0
2001-02,kevin.presto,4,0.8
2000-06,kevin.presto,4,0.7
2000-12,mike.maggi,0,0.0
2000-08,mike.maggi,1,1.0
2001-09,mike.maggi,2,1.3333333333333333
2001-07,mike.maggi,0,0.0
2000-11,mike.maggi,1,1.0
2001-01,mike.maggi,1,1.0
2001-04,mike.maggi,1,1.0
2001-05,mike.maggi,5,0.9333333333333333
2001-06,mike.maggi,2,1.3333333333333333
2001-03,mike.maggi,1,2.0
2001-12,mike.maggi,2,1.3333333333333333
2000-04,mike.maggi,0,0.0
2000-07,mike.maggi,0,0.0
2002-02,mike.maggi,1,1.0
2000-05,mike.maggi,0,0.0
2001-10,mike.maggi,4,0.9
2002-01,mike.maggi,2,1.0
2000-03,mike.maggi,0,0.0
2000-10,mike.maggi,1,1.0
2000-09,mike.maggi,0,0.0
2001-08,mike.maggi,1,1.0
2001-11,mike.maggi,4,0.9
2001-02,mike.maggi,2,1.3333333333333333
2000-06,mike.maggi,1,2.0
2000-12,hunter.shively,2,1.3333333333333333
2000-08,hunter.shively,9,0.37777777777777777
2001-09,hunter.shively,0,0.0
2001-07,hunter.shively,0,0.0
2000-11,hunter.shively,2,1.3333333333333333
2001-01,hunter.shively,9,0.4
2001-04,hunter.shively,4,0.9
2001-05,hunter.shively,3,1.0
2001-06,hunter.shively,0,0.0
2001-03,hunter.shively,4,0.4
2001-12,hunter.shively,0,0.0
2000-04,hunter.shively,1,1.0
2000-07,hunter.shively,9,0.28888888888888886
2002-02,hunter.shively,0,0.0
2000-05,hunter.shively,0,0.0
